app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,NjI3,2025-07-31,8,0.5,4.0,6.6676,1.2236,1.4429,1.5385,1.5385,1.8324,1.9621,1.9621,1.9621,6.3219,12.0504,12.0504,12.0504
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,NjQy,2025-07-03,8,0.5,3.5,4.0951,0.5895,0.7813,0.7813,0.9969,0.9969,0.9969,0.9969,0.9969,1.169,1.169,1.169,1.169
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,NjQy,2025-08-07,8,0.5,4.0,2.836,0.5128,0.5302,0.5375,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,NTk5,2025-07-06,8,0.5,3.0,4.0,0.8243,0.8976,0.9484,0.9484,0.9484,0.9484,0.9484,0.9484,0.9484,0.9494,0.9494,0.9494
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,ODMx,2025-08-01,8,0.5,3.5,0.468,0.1337,0.1339,0.1339,0.279,0.3385,0.3385,0.3385,0.3385,0.3385,0.3385,0.3385,0.3385
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,ODY0,2025-08-18,8,0.5,3.5,4.6167,1.2431,1.879,1.8927,1.897,1.9039,1.9039,1.9039,1.9147,1.9147,1.9147,1.9147,1.9147
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK,ODYz,2025-07-28,8,0.5,3.5,2.143,0.4221,0.6924,0.6924,0.6924,0.6924,0.6924,0.6924,0.6924,0.6924,0.6924,0.6924,0.6924
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK_N,ODMx,2025-07-17,8,1.5,12.0,0.934,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK_N,ODMx,2025-08-21,8,0.5,4.0,0.1571,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK_N,ODMx,2025-08-25,8,0.5,3.5,0.0986,0.0282,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK_N,ODU5,2025-07-19,8,1.5,12.0,0.5349,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446,0.0446
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK_N,ODU5,2025-07-21,8,1.5,10.5,0.1676,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146
Color Stone Sort,Colorstone_US_AND_CPI_PTSDK_N,ODU5,2025-07-23,8,1.5,10.5,0.2359,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225
ColorDonut Sort,ColorDonut_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-07-28,8,0.0,7.38,9.082,0.1675,0.2001,0.2875,0.3149,0.3544,0.359,0.3806,0.3806,0.3806,0.3842,0.3842,0.3842
ColorDonut Sort,ColorDonut_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-07-29,8,0.0,1.62,5.4715,0.5467,0.9142,1.0394,1.2094,1.3962,1.4628,1.7545,1.9631,2.7477,3.1971,3.1971,3.1971
ColorDonut Sort,ColorDonut_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-01,8,0.0,12.78,12.3236,0.5398,0.5717,0.6008,0.6092,0.6092,0.6092,0.6092,0.6092,0.6092,0.6092,0.6092,0.6092
ColorDonut Sort,ColorDonut_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-03,8,0.0,12.6,6.9029,0.1029,0.1426,0.1639,0.1794,0.1794,0.1794,0.1794,0.1794,0.1794,0.1794,0.1794,0.1794
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODMx,2025-07-15,8,1.5,10.5,0.4193,0.0399,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODMx,2025-07-26,8,0.5,3.5,0.3193,0.0767,0.0794,0.0794,0.0794,0.0794,0.0794,0.0794,0.0794,0.0794,0.0794,0.0794,0.0794
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODMx,2025-08-29,8,0.5,3.5,0.1027,0.0293,0.0598,0.0606,0.0608,0.0608,0.0608,0.0608,0.0608,0.0608,0.0608,0.0608,0.0608
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODMx,2025-08-31,8,0.5,3.5,0.8543,0.2433,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODU5,2025-07-25,8,0.5,4.0,0.9017,0.1954,0.1994,0.1994,0.1994,0.1994,0.1994,0.1994,0.1994,0.1994,0.1994,0.1994,0.1994
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODU5,2025-07-30,8,0.5,4.0,0.4457,0.1114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODU5,2025-08-04,8,0.5,3.5,0.5272,0.1434,0.144,0.1644,0.1644,0.1644,0.1644,0.1644,0.1644,0.1644,0.1644,0.1644,0.1644
ColorDonut Sort,ColorDonut_AND_US_CPI_PTSDK_N,ODU5,2025-08-07,8,0.5,3.5,0.3317,0.0464,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618
ColorDonut Sort,ColorDonut_IOS_T1_CPA_SWK,Nzcx,2025-07-17,8,0.0,0.24,0.444,1.2883,2.9838,3.2012,3.3775,3.3775,3.3775,3.3775,3.3775,3.3775,3.3775,3.3788,3.3788
ColorJelly Sort,ColorJelly_AND_KR_CPA_SAS,Z0xOSkVKZm1hS0lm,2025-07-28,8,0.0,0.0,1.0848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-07-27,8,0.0,7.23,8.5,0.1615,0.2662,0.2931,0.3014,0.303,0.3404,0.354,0.3603,0.447,0.5065,0.5065,0.5065
ColorJelly Sort,ColorJelly_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-10,8,0.0,3.7,5.7633,0.3815,0.4419,0.4924,0.5297,0.5297,0.5297,0.5662,0.5996,0.6094,0.6094,0.6094,0.6094
ColorJelly Sort,ColorJelly_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-13,8,0.0,0.72,3.3402,1.0192,1.2172,1.2172,1.2494,1.2872,1.2872,1.2919,1.2919,1.2919,1.2919,1.2919,1.2919
ColorJelly Sort,ColorJelly_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-15,8,0.0,2.46,5.5993,0.5172,1.0932,1.0935,1.0935,1.0935,1.0935,1.0935,1.0935,1.0935,1.0935,1.0935,1.0935
ColorJelly Sort,ColorJelly_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-30,8,0.0,0.24,2.1316,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908,5.5908
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,MTE5,2025-08-02,8,0.0,0.0,0.4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NTIx,2025-07-21,8,0.0,0.0,0.2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NTIx,2025-08-01,8,0.0,0.3,0.5377,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393,1.2393
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NTIx,2025-08-06,8,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NzQ4,2025-07-06,8,0.0,0.65,3.0562,2.1277,3.0225,3.0225,3.0225,3.3569,3.3569,4.3814,4.3814,4.5034,4.6382,4.71,4.71
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NzQ4,2025-07-11,8,0.0,0.15,3.545,7.3873,7.9187,7.9187,7.9187,7.9187,7.9187,7.9187,7.9187,8.1227,8.1227,8.1227,8.1267
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NzQ4,2025-07-15,8,0.0,2.2,5.0769,1.5634,1.5634,1.5665,1.5665,1.5665,1.5665,1.5665,1.5665,1.5665,1.5665,1.5665,1.5665
ColorJelly Sort,ColorJelly_AND_T1_CPA_TBSDK,NzQ4,2025-07-16,8,0.0,0.15,3.1956,7.04,10.338,11.0527,11.0527,11.0527,11.0527,11.0527,11.0527,11.068,11.068,11.068,11.068
ColorJelly Sort,ColorJelly_AND_T1_CPI_PTSDK_SSR,NjYx,2025-07-10,8,0.5,4.0,2.1398,0.2426,0.4268,0.4568,0.4703,0.5033,0.5033,0.5033,0.5033,0.504,0.504,0.504,0.504
ColorJelly Sort,ColorJelly_AND_T1_CPI_PTSDK_SSR,NjYx,2025-07-21,8,0.5,4.0,2.0178,0.2092,0.2174,0.227,0.227,0.2354,0.2354,0.2354,0.2354,0.2355,0.2392,0.247,0.2622
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NDg1,2025-07-19,8,0.0,0.43,1.7766,0.13,0.1328,0.2551,0.2551,0.2551,0.2551,0.2551,0.2551,0.2553,0.2553,0.2553,0.2553
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-07-09,8,0.0,0.07,0.7478,8.6743,9.9643,9.9643,10.5271,10.5271,10.6257,10.6257,10.6357,10.8643,10.8643,10.8643,10.8643
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-07-31,8,0.0,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-06,8,0.0,0.0,0.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-16,8,0.0,0.0,0.0752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-16,8,0.0,0.28,0.5566,1.5718,1.5868,1.5868,1.5868,1.5868,1.5868,1.5868,1.5868,1.6293,1.6293,1.6293,1.6293
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-08-04,8,0.0,0.07,0.2569,3.6686,3.9586,3.9586,3.9586,3.9586,3.9586,3.9586,3.9586,3.9586,3.9586,3.9586,3.9586
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-08-18,8,0.0,0.07,0.4117,3.6686,3.8,3.8,3.8,3.8,3.8,3.8,3.8,5.1343,5.1343,5.1343,5.1343
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTIx,2025-07-17,8,0.0,0.07,0.6488,8.3843,8.4443,8.4443,8.4443,8.4443,8.4443,8.4443,8.4443,8.4443,8.4443,8.4443,8.4443
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTIx,2025-07-22,8,0.0,0.07,0.1699,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271,2.4271
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTIx,2025-07-25,8,0.0,0.0,0.2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTIx,2025-08-03,8,0.0,0.0,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTIx,2025-08-14,8,0.0,0.07,0.2,1.2386,1.2386,1.2386,1.2386,1.2386,1.2386,1.2386,1.2386,1.2557,1.2557,1.2557,1.2557
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-07-13,8,0.0,0.07,0.8616,9.9243,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-15,8,0.0,0.21,0.5249,2.471,4.4081,4.7814,4.911,5.33,5.779,5.779,5.811,5.8857,5.891,5.891,5.891
ColorJelly Sort,ColorJelly_AND_T2_CPI_PTSDK_SSR,NjYx,2025-07-30,8,0.5,4.0,2.2126,0.1523,0.1691,0.1783,0.1783,0.1784,0.1815,0.1815,0.1815,0.2054,0.2054,0.2093,0.2093
ColorJelly Sort,ColorJelly_AND_T2_CPI_PTSDK_SSR,NjYx,2025-08-07,8,0.5,3.5,1.6364,0.3571,0.5673,0.6388,0.6658,0.7224,0.7224,0.7224,0.7224,0.7613,0.7823,0.7828,0.7828
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODMx,2025-07-21,8,1.5,10.5,0.0307,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-07-28,8,0.5,2.5,2.8053,1.1221,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-10,8,0.5,4.0,0.8176,0.2044,0.2141,0.2141,0.2141,0.2141,0.2141,0.2141,0.2141,0.2141,0.2141,0.2141,0.2141
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-16,8,0.0,0.5,3.7444,7.1372,8.6624,8.7772,9.0716,10.1458,10.1932,10.3684,10.4206,10.782,10.782,10.782,10.782
ColorJelly Sort,ColorJelly_T1_CPI_IOS_APPS,NjYw,2025-07-11,8,0.5,4.0,1.5038,0.3034,0.5078,0.5778,0.5778,0.5796,0.5796,0.5796,0.5796,0.5862,0.5862,0.6509,0.6509
ColorJelly Sort,ColorJelly_T1_CPI_IOS_APPS,NjYw,2025-07-22,8,0.5,3.5,1.341,0.2117,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.2518,0.2518,0.2518
ColorJelly Sort,ColorJelly_T2_CPI_IOS_APPS,NjYw,2025-07-04,8,0.5,4.0,0.7383,0.1545,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2046,0.2046,0.2049,0.2049
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-21,8,0.5,4.0,1.5735,0.2986,0.2986,0.2986,0.2986,0.3232,0.3232,0.3232,0.3232,0.3232,0.3232,0.3232,0.3232
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-08-08,8,0.5,3.5,2.6643,0.6711,0.8214,0.8214,0.8214,0.8214,0.8214,0.8214,0.8214,0.901,0.901,0.901,0.901
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NTI4,2025-08-05,8,0.5,3.0,1.4254,0.4751,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NTI4,2025-08-19,8,0.5,4.0,1.1972,0.2993,0.4936,0.4936,0.5828,0.5828,0.5828,0.5828,0.5828,0.5828,0.5828,0.5828,0.5828
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NTIx,2025-07-09,8,0.5,3.5,0.7995,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,Mjgx,2025-08-25,8,0.5,3.0,1.0089,0.3041,0.589,0.589,0.5981,0.5981,0.6178,0.6178,0.6178,0.6178,0.6178,0.6178,0.6178
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,MTE5,2025-07-03,8,0.5,3.5,3.1421,0.3766,0.3852,0.3852,0.3852,0.3852,0.3852,0.3852,0.3852,0.3852,0.3966,0.4128,0.4128
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,MTE5,2025-07-07,8,0.5,4.0,2.414,0.4044,0.4431,0.4431,0.4453,0.4453,0.4453,0.4453,0.4453,0.4498,0.4498,0.4498,0.4498
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,MTE5,2025-07-08,8,0.5,3.5,5.3993,0.2827,0.5304,0.6292,0.6292,0.6292,0.851,1.4372,1.4504,1.7726,1.7726,1.7726,1.7726
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,MTE5,2025-08-12,8,0.5,3.5,5.385,0.9045,1.112,1.2718,1.3683,1.5821,1.6631,1.6631,1.6631,1.6631,1.6656,1.6656,1.6656
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,MTE5,2025-08-20,8,0.5,3.5,3.5382,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792,0.8792
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,MTE5,2025-08-23,8,0.5,4.0,3.6561,0.5744,0.6558,0.6571,0.6571,0.6571,0.6571,0.6571,0.6571,0.6571,0.6571,0.6571,0.6571
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,NTI4,2025-07-21,8,0.5,4.0,0.7847,0.1962,0.2633,0.3242,0.3242,0.3242,0.3242,0.3242,0.3242,0.3372,0.3438,0.3606,0.3606
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,NTI4,2025-07-30,8,0.5,4.0,1.2974,0.2628,0.3188,0.3293,0.3293,0.3293,0.3293,0.3316,0.3316,0.3316,0.3316,0.3316,0.3316
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,NTI4,2025-08-13,8,0.5,4.0,1.0733,0.1796,0.2196,0.2199,0.2199,0.2199,0.2199,0.2199,0.2199,0.2199,0.2199,0.2199,0.2199
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,NTI4,2025-08-23,8,0.5,3.5,0.4754,0.1012,0.1015,0.1015,0.1015,0.1015,0.1015,0.1015,0.1015,0.1015,0.1015,0.1015,0.1015
Frozen Fisher,FrozenFisher_AND_DE_CPI_PTSDK,NTk5,2025-07-07,8,0.5,4.0,1.4136,0.2861,0.8028,0.9636,1.0394,1.0394,1.0394,1.0394,1.0394,1.0394,1.0394,1.0394,1.0394
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,Mjgx,2025-07-02,8,0.5,4.0,1.5161,0.2805,0.3511,0.9384,1.0049,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,MzI5,2025-07-06,8,0.5,4.0,1.0978,0.0823,0.1056,0.1177,0.1896,0.2261,0.2423,0.2814,0.2992,0.3202,0.3233,0.324,0.324
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTIx,2025-07-09,8,0.5,4.0,0.5597,0.1037,0.1512,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTIx,2025-07-25,8,0.5,4.0,0.5955,0.1434,0.1434,0.1514,0.1514,0.157,0.157,0.157,0.1678,0.1678,0.1678,0.1678,0.1678
Frozen Fisher,FrozenFisher_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-07-25,8,0.0,0.56,1.3659,0.8825,0.9132,0.9132,0.9132,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923
Frozen Fisher,FrozenFisher_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-07-26,8,0.0,7.29,3.2243,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347
Frozen Fisher,FrozenFisher_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-08-08,8,0.0,2.4,4.1297,1.151,2.5624,2.5624,2.5624,3.9757,4.216,4.6079,4.6079,4.6079,4.6079,4.6079,4.6079
Frozen Fisher,FrozenFisher_AND_KR_CPA_SBL,OXBJQnZVZ0Rjclhn,2025-09-01,8,0.0,0.93,5.3389,4.771,4.771,4.771,4.771,4.771,4.771,4.771,4.771,4.771,4.771,4.771,4.771
Frozen Fisher,FrozenFisher_AND_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-16,8,0.0,2.36,4.1781,0.4906,0.5117,0.5297,0.5536,0.5536,0.5536,0.591,0.591,0.591,0.591,0.591,0.591
Frozen Fisher,FrozenFisher_AND_T1_CPI_PTSDK_SSR,NjYx,2025-07-11,8,0.5,3.0,2.4949,0.4535,0.7045,0.7993,0.8083,0.8244,0.8244,0.8244,0.8244,0.8501,0.8501,0.8501,0.8501
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-22,8,0.0,1.53,3.1413,0.3169,0.5701,0.8212,0.9505,0.9505,0.9505,0.9577,0.9577,0.9577,0.9577,0.9577,0.9577
Frozen Fisher,FrozenFisher_AND_T2_CPI_PTSDK_SSR,NjYx,2025-07-07,8,0.5,4.0,3.8529,0.4462,0.4935,0.4935,0.4971,0.4971,0.608,0.62,0.6694,0.7258,0.798,0.8294,0.8352
Frozen Fisher,FrozenFisher_AND_T2_CPI_PTSDK_SSR,NjYx,2025-08-04,8,0.5,3.5,5.1029,0.8868,1.2158,1.2158,1.2158,1.2158,1.2158,1.2158,1.2158,1.2255,1.2518,1.2518,1.2518
Frozen Fisher,FrozenFisher_AND_T2_CPI_PTSDK_SSR,NjYx,2025-08-17,8,0.5,3.0,2.4897,0.0695,0.08,0.08,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105
Frozen Fisher,FrozenFisher_AND_T2_CPI_PTSDK_SSR,NjYx,2025-08-19,8,0.5,3.5,1.6589,0.1175,0.1303,0.1436,0.1631,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,MTE5,2025-07-06,8,0.5,3.5,1.7214,0.1578,0.1578,0.1578,0.173,0.175,0.175,0.175,0.175,0.175,0.1755,0.1755,0.1765
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,MTE5,2025-08-01,8,0.5,3.5,0.8926,0.2078,0.2946,0.2997,0.3338,0.3338,0.3338,0.3338,0.3461,0.3461,0.3461,0.3461,0.3461
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,MTE5,2025-08-17,8,0.5,3.5,2.3664,0.615,0.615,0.615,0.615,0.7622,1.1004,1.1873,1.1873,1.2327,1.2327,1.2327,1.2327
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,MTE5,2025-08-24,8,0.5,4.0,1.1702,0.1969,0.3498,0.3547,0.3968,0.4052,0.4184,0.4272,0.431,0.4338,0.4338,0.4338,0.4338
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,MTE5,2025-08-25,8,0.5,3.5,1.4963,0.246,0.2945,0.3465,0.3527,0.3527,0.3657,0.3749,0.3815,0.3815,0.3815,0.3815,0.3815
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,MTE5,2025-08-31,8,0.5,3.5,4.6284,1.1387,1.1607,1.1607,1.1607,1.1607,1.1607,1.1607,1.1607,1.1607,1.1607,1.1607,1.1607
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-07-09,8,0.5,4.0,0.6694,0.1573,0.1821,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862,0.1862
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-07-12,8,0.5,3.5,0.2925,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.1084,0.1084
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-07-22,8,0.5,3.5,0.4759,0.1329,0.1329,0.1329,0.1329,0.1329,0.1329,0.1329,0.1329,0.1405,0.1405,0.1405,0.1405
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-07-29,8,0.5,3.0,0.7835,0.1859,0.1859,0.1859,0.1859,0.1859,0.1859,0.1859,0.1859,0.2026,0.2026,0.2347,0.2347
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-08-04,8,0.5,4.0,1.1463,0.1995,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,0.2158,0.2158,0.2158,0.2158,0.2158
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-08-05,8,0.5,3.0,0.5197,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374
Frozen Fisher,FrozenFisher_AND_UK_CPI_PTSDK,NTI4,2025-08-12,8,0.5,3.5,2.2148,0.4297,0.4374,0.4374,0.4374,0.4374,0.4429,0.4429,0.4429,0.4429,0.5126,0.5126,0.5126
Frozen Fisher,FrozenFisher_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-08-11,8,0.0,0.5,3.9892,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973,7.973
Frozen Fisher,FrozenFisher_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-08-28,8,0.0,1.2,5.8902,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912,4.1912
Frozen Fisher,FrozenFisher_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-08-29,8,0.0,1.2,2.1939,1.6915,1.8383,1.8383,1.8402,1.8402,1.8402,1.8402,1.8402,1.8402,1.8402,1.8402,1.8402
Frozen Fisher,FrozenFisher_AND_US_CPA_STS,U0lUMGVWeWhvZWtn,2025-07-04,8,0.0,3.6,3.5897,0.5188,0.6834,0.8502,1.1809,1.3629,1.5671,1.5691,1.5713,1.7369,1.7528,1.7528,1.7538
Frozen Fisher,FrozenFisher_AND_US_CPA_STS,U0lUMGVWeWhvZWtn,2025-07-14,8,0.0,1.72,3.2574,1.0016,1.0559,1.1348,3.0568,3.6319,3.6997,3.8549,4.746,4.7501,4.8655,4.8655,4.8655
